      0  -2.48186713e+00  1.78684831e+00  5.68498325e+00
      0  3.09341025e+00  4.90199387e+00  -5.04798290e+00
      0  4.77766943e+00  -1.44773090e+00  -3.22060275e+00
      0  -4.94986442e+00  6.44709182e+00  -2.05774695e+00
      0  -4.66711575e+00  2.82577395e+00  -2.19450951e+00
      0  6.35960650e+00  -3.85648054e+00  -4.37212235e+00
      0  3.74027669e+00  7.49145985e-01  -1.43622112e+00
      0  6.48563242e+00  5.26965749e+00  -1.75787276e+00
      0  4.13171756e+00  -1.32830143e-02  -1.22768039e+00
      0  -3.61951688e+00  3.14014864e+00  -4.56492111e+00
      0  1.78110719e+00  -4.08756810e+00  -3.51680300e+00
      0  -5.55096264e+00  -5.71648525e+00  5.03246331e+00
      0  -2.63018703e+00  1.55572402e+00  -5.10241985e-01
      0  2.37712717e+00  6.87997139e+00  -4.95222574e+00
      0  -3.24221206e+00  1.97985172e-02  -2.56650358e+00
      0  -7.29894042e-02  -6.65295632e+00  1.59597111e+00
      0  2.72690070e+00  3.07371521e+00  9.70013857e-01
      0  -6.74144323e+00  -6.30458219e+00  6.61317289e+00
      0  -4.89030635e+00  2.61981714e+00  -6.14201725e-01
      0  -4.98046133e+00  -6.73607039e+00  -4.12479797e+00
      0  -3.57473177e+00  -6.51798943e+00  2.52097809e+00
      0  4.86466241e+00  2.80618739e+00  -8.56665969e-01
      0  3.79225969e-01  -2.95875013e+00  -2.40383589e+00
      0  2.89466739e-01  -4.57631239e+00  -6.98372863e+00
      0  5.35876417e+00  -2.70292276e+00  1.91817892e+00
      0  4.72923875e-01  1.09921074e+00  -2.50253600e+00
      0  -3.17390192e+00  1.26846194e+00  2.40052390e+00
      0  1.25601590e+00  -4.58521405e+00  1.75417066e+00
      0  2.10136318e+00  -6.18288465e+00  3.52610540e+00
      0  1.09294307e+00  -1.84586042e+00  1.97685349e+00
      0  6.25793946e+00  -5.77025661e+00  -6.74119080e+00
      0  -1.65886223e+00  -5.57052240e+00  2.15203524e+00
      0  -5.86353968e+00  -4.74135935e+00  6.24371767e-01
      0  -4.38969472e+00  1.36081386e+00  4.88707948e+00
      0  -2.13484108e+00  -5.08989495e+00  3.64796567e+00
      0  -2.37106019e+00  -2.39033967e+00  -5.83275314e+00
      0  -4.02407554e+00  2.74876201e+00  1.72428763e+00
      0  -2.33886027e+00  -3.08141232e+00  5.55907750e+00
      0  -6.50057889e+00  -4.81646767e+00  7.94095278e-01
      0  -4.80024943e+00  4.20810699e+00  2.97503138e+00
      0  -5.08462718e+00  -6.86121475e+00  -2.78344154e-02
      0  -6.93498570e+00  1.95752144e-01  -3.76749256e+00
      0  -1.55997354e+00  -5.81537613e+00  -3.29894525e+00
      0  -5.81652060e+00  2.02078223e-01  -3.46026319e+00
      0  -5.67595726e+00  -5.02752995e+00  -4.93949056e-01
      0  1.03018045e-01  -3.75911328e+00  -6.43889487e-01
      0  1.60661471e+00  -1.33022612e+00  1.49116397e-01
      0  -3.62904021e+00  4.72064459e+00  -3.73472458e+00
      0  -1.54898405e+00  -6.44337089e+00  6.13786745e+00
      0  -2.51173556e+00  8.87617111e-01  -6.41179807e+00
      0  3.84434950e+00  4.36366796e+00  5.93558395e+00
      0  -4.55125278e+00  3.20651698e+00  -5.98182322e+00
      0  1.85532451e-01  -3.73436952e+00  -7.75949836e-01
      0  1.87848175e+00  6.30296719e+00  1.97627354e+00
      0  2.89069951e+00  -4.64725965e+00  2.18146265e+00
      0  2.93854439e+00  -3.88026196e+00  2.77578700e+00
      0  6.36788440e+00  3.98601413e+00  1.90269291e+00
      0  -3.94381106e+00  -5.37056497e+00  -2.13463748e+00
      0  3.60730052e-01  -2.74035978e+00  7.70637631e-01
      0  1.56370568e+00  1.64309835e+00  2.27991116e+00
      0  6.30892777e+00  6.75457716e+00  6.07790029e+00
      0  2.56239593e+00  -6.38313346e+00  -1.41070902e-01
      0  6.44791126e-03  -2.67852634e+00  6.00955844e+00
